"Distance [mm]","Voltage [V]"
3.98379264,-0.542450278106063
3.98808552,-0.541963971597042
3.9923784,-0.54147766508812
3.99667128,-0.540991358579294
4.00096416,-0.540505052070543
4.00525704,-0.540018745561865
4.00954992,-0.539532439053259
4.0138428,-0.539046132544726
4.01813568,-0.538559826036264
4.02242856,-0.538073519527869
4.02672144,-0.537587213019533
4.03101432,-0.537100906511239
4.0353072,-0.536614600002891
4.03960008,-0.536128293494472
4.04389296,-0.535641986985974
4.04818584,-0.535155680477392
4.05247872,-0.534669373968729
4.0567716,-0.534183067459983
4.06106448,-0.533696760951156
4.06535736,-0.533210454442118
4.06965024,-0.532724147932783
4.07394312,-0.532237841423159
4.078236,-0.531751534913132
4.08252888,-0.531265228402672
4.08682176,-0.530778921891785
4.09111464,-0.530292615380502
4.09540752,-0.529806308868819
4.0997004,-0.529320002356817
4.10399328,-0.528833695844513
4.10828616,-0.528347389331932
4.11257904,-0.527861082819093
4.11687192,-0.52737477630599
4.1211648,-0.526888469792714
4.12545768,-0.526402163279317
4.12975056,-0.525915856765955
4.13404344,-0.525429550252685
4.13833632,-0.524943243739529
4.1426292,-0.524456937226502
4.14692208,-0.523970630713647
4.15121496,-0.523484324200919
4.15550784,-0.522998017688224
4.15980072,-0.522511711175489
4.1640936,-0.522025404662665
4.16838648,-0.521539098149741
4.17267936,-0.521052791636711
4.17697224,-0.52056648512355
4.18126512,-0.520080178610255
4.185558,-0.519593872096829
4.18985088,-0.519107565583265
4.19414376,-0.518621259069464
4.19843664,-0.518134952555503
4.20272952,-0.517648646041587
4.2070224,-0.517162339527795
4.21131528,-0.516676033014215
4.21560816,-0.516189726500696
4.21990104,-0.515703419987017
4.22419392,-0.515217113473163
4.2284868,-0.514730806959393
4.23277968,-0.514244500445765
4.23707256,-0.513758193932135
4.24136544,-0.513271887418384
4.24565832,-0.51278558090475
4.2499512,-0.51229927439153
4.25424408,-0.51181296787747
4.25853696,-0.511326661377472
4.26282984,-0.510840354899977
4.26712272,-0.510354048324711
4.2714156,-0.509867742081589
4.27570848,-0.509381435738491
4.28000136,-0.508895018107203
4.28429424,-0.508415890237226
4.28858712,-0.508082887213384
4.29288,-0.507998565952984
