Scalar,data,"SurfaceValue(Surface(Rectangle1), VOLTAGE)",
NumElems,3579,,
1.07E-06,-1.98E-03,0.00E+00,"		-5.0112476335197076e-01"
1.95E-06,-1.98E-03,0.00E+00,"		-5.0068487537539452e-01"
6.92E-07,-1.98E-03,0.00E+00,"		-5.0032257829647631e-01"
2.82E-06,-1.98E-03,0.00E+00,"		-5.0033422807104655e-01"
1.57E-06,-1.98E-03,0.00E+00,"		-5.0016536560655478e-01"
3.15E-07,-1.98E-03,0.00E+00,"		-5.0010851263025180e-01"
5.00E-06,-1.98E-03,0.00E+00,"		-5.0162443519154909e-01"
5.00E-06,-1.98E-03,0.00E+00,"		-5.0022567556846809e-01"
3.91E-06,-1.98E-03,0.00E+00,"		-5.0077519852087915e-01"
5.00E-06,-1.98E-03,0.00E+00,"		-5.0012313000443775e-01"
3.91E-06,-1.98E-03,0.00E+00,"		-5.0013117602257462e-01"
2.82E-06,-1.98E-03,0.00E+00,"		-5.0033422807104655e-01"
2.34E-07,-1.95E-03,0.00E+00,"		-5.0932457386603880e-01"
7.46E-07,-1.96E-03,0.00E+00,"		-5.1142761289660688e-01"
3.80E-08,-1.96E-03,0.00E+00,"		-5.0905773022079948e-01"
1.26E-06,-1.96E-03,0.00E+00,"		-5.1621309540759885e-01"
5.50E-07,-1.96E-03,0.00E+00,"		-5.1008926445203839e-01"
-1.58E-07,-1.96E-03,0.00E+00,"		-5.0920264809808202e-01"
5.06E-07,-1.96E-03,0.00E+00,"		-5.1029552707394676e-01"
