"Distance [mm]","Voltage [V]"
3.97520688,-0.960193638467076
3.97949976,-0.960688024932487
3.98379264,-0.961182411397488
3.98808552,-0.96167679786208
3.9923784,-0.962171184326262
3.99667128,-0.962665570790033
4.00096416,-0.963159957253396
4.00525704,-0.963654343716349
4.00954992,-0.964148730178891
4.0138428,-0.964643116641023
4.01813568,-0.965137503102748
4.02242856,-0.965631889564066
4.02672144,-0.966126276024974
4.03101432,-0.966620662485472
4.0353072,-0.967115048945561
4.03960008,-0.967609435405241
4.04389296,-0.968103821864511
4.04818584,-0.968598208323371
4.05247872,-0.969092594781823
4.0567716,-0.969586981239864
4.06106448,-0.970081367697497
4.06535736,-0.97057575415472
4.06965024,-0.971070140611533
4.07394312,-0.971564527067937
4.078236,-0.972058913523931
4.08252888,-0.972553299979521
4.08682176,-0.973047686434705
4.09111464,-0.973542072889482
4.09540752,-0.974036459343852
4.0997004,-0.974530845797816
4.10399328,-0.975025232251372
4.10828616,-0.975519618704522
4.11257904,-0.976014005157265
4.11687192,-0.976508391609601
4.1211648,-0.977002778061523
4.12545768,-0.977497164513031
4.12975056,-0.977991550964123
4.13404344,-0.978485937414801
4.13833632,-0.978980323865065
4.1426292,-0.979474710314915
4.14692208,-0.97996909676435
4.15121496,-0.980463483213369
4.15550784,-0.98095786966198
4.15980072,-0.98145225611019
4.1640936,-0.981946642558001
4.16838648,-0.982441029005415
4.17267936,-0.982935415452432
4.17697224,-0.983429801899059
4.18126512,-0.983924188345453
4.185558,-0.984418574791661
4.18985088,-0.984912961237955
4.19414376,-0.985407347685078
4.19843664,-0.985901734133032
4.20272952,-0.986396120581776
4.2070224,-0.986890507031236
4.21131528,-0.987384893481203
4.21560816,-0.987879279930889
4.21990104,-0.988373666380249
4.22419392,-0.988868052829241
4.2284868,-0.989362439277825
4.23277968,-0.989856825726574
4.23707256,-0.990351212174968
4.24136544,-0.990845598630289
4.24565832,-0.991339985075793
4.2499512,-0.991834371504156
4.25424408,-0.992328757859573
4.25853696,-0.992823122236501
4.26282984,-0.993315153492148
4.26712272,-0.993725706975273
4.2714156,-0.993916707324985
4.27570848,-0.994009257644576
4.28000136,-0.99406287022586
4.28429424,-0.994095039098852
4.28858712,-0.994112536213764
4.29288,-0.994118118128349
