"Distance [mm]","Voltage [V]"
2.65729272,-0.80841698379126
2.6615856,-0.808911370327366
2.66587848,-0.809405756863216
2.67017136,-0.809900143398811
2.67446424,-0.81039452993415
2.67875712,-0.810888916469234
2.68305,-0.811383303004062
2.68734288,-0.811877689538635
2.69163576,-0.812372076072951
2.69592864,-0.812866462607009
2.70022152,-0.813360849140811
2.7045144,-0.813855235674357
2.70880728,-0.814349622207649
2.71310016,-0.814844008740684
2.71739304,-0.815338395273465
2.72168592,-0.81583278180599
2.7259788,-0.816327168338259
2.73027168,-0.816821554870273
2.73456456,-0.817315941402031
2.73885744,-0.817810327933535
2.74315032,-0.818304714464783
2.7474432,-0.818799100995775
2.75173608,-0.819293487526512
2.75602896,-0.819787874056993
2.76032184,-0.820282260587219
2.76461472,-0.82077664711719
2.7689076,-0.821271033646905
2.77320048,-0.821765420176365
2.77749336,-0.822259806705569
2.78178624,-0.822754193234518
2.78607912,-0.823248579763211
2.790372,-0.823742966291649
2.79466488,-0.824237352819823
2.79895776,-0.824731739347726
2.80325064,-0.825226125875365
2.80754352,-0.825720512402739
2.8118364,-0.82621489892985
2.81612928,-0.826709285456696
2.82042216,-0.827203671983277
2.82471504,-0.827698058509596
2.82900792,-0.82819244503565
2.8333008,-0.828686831561439
2.83759368,-0.829181218086962
2.84188656,-0.82967560461222
2.84617944,-0.830169991137212
2.85047232,-0.830664377661939
2.8547652,-0.831158764186401
2.85905808,-0.831653150710597
2.86335096,-0.832147537234528
2.86764384,-0.832641923758193
2.87193672,-0.833136310281593
2.8762296,-0.833630696804727
2.88052248,-0.834125083327596
2.88481536,-0.834619469850186
2.88910824,-0.835113856372417
2.89340112,-0.835608242894289
2.897694,-0.836102629415804
2.90198688,-0.836597015936961
2.90627976,-0.83709140245776
2.91057264,-0.837585788978202
2.91486552,-0.838080175498285
2.9191584,-0.838574562018011
2.92345128,-0.839068948537379
2.92774416,-0.839563335056388
2.93203704,-0.84005772157504
2.93632992,-0.840552108093334
2.9406228,-0.841046494611271
2.94491568,-0.841540881128848
2.94920856,-0.842035267646069
2.95350144,-0.842529654162932
2.95779432,-0.843024040679436
2.9620872,-0.843518427195584
2.96638008,-0.844012813711372
2.97067296,-0.844507200226803
2.97496584,-0.845001586741876
2.97925872,-0.845495973256592
2.9835516,-0.845990359770949
2.98784448,-0.846484746284718
2.99213736,-0.846979132798
2.99643024,-0.847473519310844
3.00072312,-0.84796790582325
3.005016,-0.848462292335219
3.00930888,-0.84895667884675
3.01360176,-0.849451065357844
3.01789464,-0.8499454518685
3.02218752,-0.850439838378719
3.0264804,-0.8509342248885
3.03077328,-0.851428611397843
3.03506616,-0.851922997906749
3.03935904,-0.852417384415217
3.04365192,-0.852911770923247
3.0479448,-0.853406157430841
3.05223768,-0.853900543937996
3.05653056,-0.854394930444713
3.06082344,-0.854889316950993
3.06511632,-0.855383703456835
3.0694092,-0.855878089962234
3.07370208,-0.856372476467224
3.07799496,-0.856866862971823
3.08228784,-0.857361249476031
3.08658072,-0.857855635979849
3.0908736,-0.858350022483276
3.09516648,-0.858844408986312
3.09945936,-0.859338795488957
3.10375224,-0.859833181991212
3.10804512,-0.860327568493076
3.112338,-0.860821954994549
3.11663088,-0.861316341495632
3.12092376,-0.861810727996323
3.12521664,-0.862305114496624
3.12950952,-0.862799500996533
3.1338024,-0.863293887496048
3.13809528,-0.863788273995172
3.14238816,-0.864282660493905
3.14668104,-0.864777046992247
3.15097392,-0.865271433490239
3.1552668,-0.865765819987926
3.15955968,-0.866260206485289
3.16385256,-0.866754592982328
3.16814544,-0.867248979479042
3.17243832,-0.867743365975433
3.1767312,-0.868237752471499
3.18102408,-0.868732138967241
3.18531696,-0.869226525462658
3.18960984,-0.869720911957752
3.19390272,-0.870215298452504
