Vector,data,"SurfaceValue(Surface(PDF_Geometry_3), VecY(VOLTAGE))",,,
NumElems,335,,,,
4.00E-07,-1.96E-03,3.46E-08,4.99E-01,,
3.50E-07,-1.96E-03,3.46E-08,4.99E-01,,
3.00E-07,-1.96E-03,3.46E-08,4.99E-01,,
4.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.96E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.96E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.96E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.96E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.96E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.96E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.96E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.96E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.96E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.96E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.96E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.48E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.47E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.48E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.48E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.48E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.48E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.48E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.48E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.48E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.48E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.48E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.48E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.48E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.48E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.48E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.48E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.48E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.48E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.48E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.48E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.48E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.48E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
4.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.50E-07,-1.97E-03,3.48E-08,4.99E-01,,
3.00E-07,-1.97E-03,3.48E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.48E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.48E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.48E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.49E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.49E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.49E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.49E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.50E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.49E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.49E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.49E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.49E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.49E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.49E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.49E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.50E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.50E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.50E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.50E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.51E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.51E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.51E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.51E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.51E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.51E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.51E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.51E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.51E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.51E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.51E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.51E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.51E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.51E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.51E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.51E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.50E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.50E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.50E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.50E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
4.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.50E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
3.00E-07,-1.98E-03,3.50E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.53E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.53E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.52E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.52E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.52E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.52E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.52E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.52E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.52E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.52E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.52E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.52E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.52E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.52E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.52E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.51E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.51E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.52E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.52E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.52E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.52E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.52E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.52E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.52E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.52E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.52E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.52E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.51E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.51E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.51E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.51E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.51E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.51E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.51E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.51E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.51E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.51E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.51E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.52E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.56E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.55E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.55E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.56E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.56E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.56E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.54E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.54E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.54E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.54E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.54E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.54E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.54E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.54E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.55E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.53E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.53E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.54E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.54E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.54E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.54E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.54E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.54E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.54E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.54E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.60E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.60E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.60E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.60E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.60E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.59E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.58E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.57E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.58E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.57E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.57E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.58E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.59E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.59E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.59E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.59E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.59E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.59E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.56E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.56E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.57E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.57E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.57E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.58E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.60E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.60E-08,4.99E-01,,
