Scalar,data,"SurfaceValue(Surface(PDF_Geometry_3), VOLTAGE)",
NumElems,334,,
4.00E-07,-1.96E-03,3.46E-08,"		9.9829033939382095e-01"
3.50E-07,-1.96E-03,3.46E-08,"		9.9828302990543683e-01"
3.50E-07,-1.96E-03,3.46E-08,"		9.9829402194773564e-01"
3.00E-07,-1.96E-03,3.46E-08,"		9.9826975238755877e-01"
3.00E-07,-1.96E-03,3.46E-08,"		9.9827647638580508e-01"
3.00E-07,-1.96E-03,3.46E-08,"		9.9829185043381674e-01"
3.00E-07,-1.96E-03,3.46E-08,"		9.9826975238755877e-01"
3.50E-07,-1.96E-03,3.46E-08,"		9.9829635896805913e-01"
3.00E-07,-1.96E-03,3.46E-08,"		9.9829526773054988e-01"
4.00E-07,-1.96E-03,3.46E-08,"		9.9829266621931645e-01"
3.50E-07,-1.96E-03,3.46E-08,"		9.9828931367538609e-01"
3.00E-07,-1.96E-03,3.46E-08,"		9.9828107724316961e-01"
3.00E-07,-1.95E-03,3.46E-08,"		9.9830030648843870e-01"
3.00E-07,-1.95E-03,3.46E-08,"		9.9831814140383313e-01"
3.50E-07,-1.95E-03,3.46E-08,"		9.9831447272112961e-01"
3.00E-07,-1.95E-03,3.46E-08,"		9.9831765654774041e-01"
3.50E-07,-1.95E-03,3.46E-08,"		9.9831738881238352e-01"
4.00E-07,-1.95E-03,3.46E-08,"		9.9831521942710011e-01"
4.00E-07,-1.95E-03,3.46E-08,"		9.9828775956822124e-01"
3.50E-07,-1.95E-03,3.46E-08,"		9.9829106924612832e-01"
3.50E-07,-1.95E-03,3.46E-08,"		9.9831934883936269e-01"
3.00E-07,-1.96E-03,3.46E-08,"		9.9829185043381674e-01"
3.00E-07,-1.95E-03,3.46E-08,"		9.9831263310919893e-01"
3.00E-07,-1.95E-03,3.46E-08,"		9.9836090082562923e-01"
4.00E-07,-1.95E-03,3.46E-08,"		9.9827677446666407e-01"
3.50E-07,-1.95E-03,3.46E-08,"		9.9831122036523490e-01"
3.50E-07,-1.95E-03,3.46E-08,"		9.9829219193199026e-01"
3.00E-07,-1.95E-03,3.46E-08,"		9.9836090082562923e-01"
3.00E-07,-1.95E-03,3.46E-08,"		9.9832999893905849e-01"
3.00E-07,-1.95E-03,3.46E-08,"		9.9830030648843870e-01"
4.00E-07,-1.95E-03,3.46E-08,"		9.9831521942710011e-01"
4.00E-07,-1.95E-03,3.46E-08,"		9.9830062469985714e-01"
3.50E-07,-1.95E-03,3.46E-08,"		9.9831447272112961e-01"
4.00E-07,-1.95E-03,3.46E-08,"		9.9827677446666407e-01"
3.50E-07,-1.95E-03,3.46E-08,"		9.9829219193199026e-01"
3.00E-07,-1.95E-03,3.46E-08,"		9.9830030648843870e-01"
4.00E-07,-1.96E-03,3.47E-08,"		9.9828647128524750e-01"
4.00E-07,-1.96E-03,3.47E-08,"		9.9828806456901820e-01"
3.50E-07,-1.96E-03,3.47E-08,"		9.9829089274284455e-01"
4.00E-07,-1.96E-03,3.47E-08,"		9.9829451135405778e-01"
3.50E-07,-1.96E-03,3.47E-08,"		9.9828564987439927e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9829465990991284e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9829329103155873e-01"
3.50E-07,-1.96E-03,3.47E-08,"		9.9828896037339843e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9828762426447548e-01"
4.00E-07,-1.96E-03,3.47E-08,"		9.9828647128524750e-01"
3.50E-07,-1.96E-03,3.47E-08,"		9.9829089274284455e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9829465990991284e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9827415591853641e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9828995067474202e-01"
3.50E-07,-1.96E-03,3.47E-08,"		9.9828550042033426e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9829465990991284e-01"
3.50E-07,-1.96E-03,3.47E-08,"		9.9828564987439927e-01"
4.00E-07,-1.96E-03,3.47E-08,"		9.9829451135405778e-01"
4.00E-07,-1.96E-03,3.47E-08,"		9.9828421554836766e-01"
4.00E-07,-1.96E-03,3.47E-08,"		9.9828263440271181e-01"
3.50E-07,-1.96E-03,3.47E-08,"		9.9829085767445103e-01"
4.00E-07,-1.96E-03,3.47E-08,"		9.9828647128524750e-01"
3.50E-07,-1.96E-03,3.47E-08,"		9.9828896037339843e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9829329103155873e-01"
3.00E-07,-1.96E-03,3.46E-08,"		9.9829434416566165e-01"
3.50E-07,-1.96E-03,3.46E-08,"		9.9829653118744321e-01"
3.50E-07,-1.96E-03,3.46E-08,"		9.9828834374463882e-01"
4.00E-07,-1.96E-03,3.46E-08,"		9.9828943489931909e-01"
4.00E-07,-1.96E-03,3.46E-08,"		9.9827891008055780e-01"
4.00E-07,-1.96E-03,3.47E-08,"		9.9828421554836766e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9829329103155873e-01"
3.00E-07,-1.96E-03,3.46E-08,"		9.9829880552396633e-01"
3.50E-07,-1.96E-03,3.47E-08,"		9.9829085767445103e-01"
3.00E-07,-1.96E-03,3.46E-08,"		9.9829434416566165e-01"
3.50E-07,-1.96E-03,3.46E-08,"		9.9828834374463882e-01"
4.00E-07,-1.96E-03,3.47E-08,"		9.9828421554836766e-01"
3.00E-07,-1.96E-03,3.46E-08,"		9.9829434416566165e-01"
3.00E-07,-1.96E-03,3.46E-08,"		9.9829159922772859e-01"
3.50E-07,-1.96E-03,3.46E-08,"		9.9829653118744321e-01"
3.00E-07,-1.96E-03,3.46E-08,"		9.9828107724316961e-01"
3.50E-07,-1.96E-03,3.46E-08,"		9.9829462953645276e-01"
4.00E-07,-1.96E-03,3.46E-08,"		9.9828943489931909e-01"
4.00E-07,-1.96E-03,3.46E-08,"		9.9828943489931909e-01"
3.50E-07,-1.96E-03,3.46E-08,"		9.9829462953645276e-01"
4.00E-07,-1.96E-03,3.46E-08,"		9.9827594376938711e-01"
3.00E-07,-1.96E-03,3.46E-08,"		9.9828107724316961e-01"
3.50E-07,-1.96E-03,3.46E-08,"		9.9828931367538609e-01"
4.00E-07,-1.96E-03,3.46E-08,"		9.9829266621931645e-01"
4.00E-07,-1.96E-03,3.47E-08,"		9.9824798718283769e-01"
3.50E-07,-1.96E-03,3.47E-08,"		9.9829265627282859e-01"
4.00E-07,-1.96E-03,3.47E-08,"		9.9827171998858177e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9836367796181724e-01"
3.50E-07,-1.96E-03,3.47E-08,"		9.9831389221738831e-01"
4.00E-07,-1.96E-03,3.47E-08,"		9.9829451135405778e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9836367796181724e-01"
3.50E-07,-1.96E-03,3.47E-08,"		9.9829265627282859e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9830117272872398e-01"
4.00E-07,-1.96E-03,3.47E-08,"		9.9824798718283769e-01"
3.50E-07,-1.96E-03,3.47E-08,"		9.9827597093819198e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9827828331136237e-01"
4.00E-07,-1.96E-03,3.47E-08,"		9.9826552600907825e-01"
3.50E-07,-1.96E-03,3.47E-08,"		9.9827306961553919e-01"
4.00E-07,-1.96E-03,3.47E-08,"		9.9826102473799672e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9826962894485249e-01"
3.50E-07,-1.96E-03,3.47E-08,"		9.9827979933363453e-01"
4.00E-07,-1.96E-03,3.47E-08,"		9.9826952054148632e-01"
4.00E-07,-1.96E-03,3.47E-08,"		9.9826952054148632e-01"
3.50E-07,-1.96E-03,3.47E-08,"		9.9827501923702944e-01"
4.00E-07,-1.96E-03,3.47E-08,"		9.9828377879465602e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9827828331136237e-01"
3.50E-07,-1.96E-03,3.47E-08,"		9.9827597093819198e-01"
4.00E-07,-1.96E-03,3.47E-08,"		9.9824798718283769e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9828094895279129e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9827283651050536e-01"
3.50E-07,-1.96E-03,3.47E-08,"		9.9827649586385481e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9826962894485249e-01"
3.50E-07,-1.96E-03,3.47E-08,"		9.9827306961553919e-01"
4.00E-07,-1.96E-03,3.47E-08,"		9.9826552600907825e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9836367796181724e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9831153259344718e-01"
3.50E-07,-1.96E-03,3.47E-08,"		9.9831389221738831e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9827415591853641e-01"
3.50E-07,-1.96E-03,3.47E-08,"		9.9828550042033426e-01"
4.00E-07,-1.96E-03,3.47E-08,"		9.9829451135405778e-01"
4.00E-07,-1.96E-03,3.47E-08,"		9.9826952054148632e-01"
3.50E-07,-1.96E-03,3.47E-08,"		9.9827949050094333e-01"
3.50E-07,-1.96E-03,3.47E-08,"		9.9827501923702944e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9828108231216817e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9827657622382415e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9827828331136237e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9826962894485249e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9827700156241983e-01"
3.50E-07,-1.96E-03,3.47E-08,"		9.9827979933363453e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9828108231216817e-01"
3.50E-07,-1.96E-03,3.47E-08,"		9.9827949050094333e-01"
4.00E-07,-1.96E-03,3.47E-08,"		9.9826952054148632e-01"
3.00E-07,-1.97E-03,3.47E-08,"		9.9822953597074082e-01"
3.50E-07,-1.97E-03,3.47E-08,"		9.9827672401200140e-01"
3.50E-07,-1.97E-03,3.47E-08,"		9.9825991523056068e-01"
4.00E-07,-1.96E-03,3.47E-08,"		9.9826552600907825e-01"
4.00E-07,-1.97E-03,3.47E-08,"		9.9826172585226025e-01"
4.00E-07,-1.97E-03,3.47E-08,"		9.9826713343335183e-01"
4.00E-07,-1.97E-03,3.47E-08,"		9.9825632490468297e-01"
3.50E-07,-1.97E-03,3.47E-08,"		9.9826924086711055e-01"
4.00E-07,-1.97E-03,3.47E-08,"		9.9825222300202365e-01"
3.00E-07,-1.97E-03,3.47E-08,"		9.9825114983841945e-01"
3.50E-07,-1.97E-03,3.47E-08,"		9.9825586431132485e-01"
4.00E-07,-1.97E-03,3.47E-08,"		9.9825508469976665e-01"
3.00E-07,-1.97E-03,3.47E-08,"		9.9830151159677605e-01"
3.00E-07,-1.97E-03,3.47E-08,"		9.9826526116555914e-01"
3.50E-07,-1.97E-03,3.47E-08,"		9.9828050170641658e-01"
3.00E-07,-1.97E-03,3.47E-08,"		9.9822953597074082e-01"
3.50E-07,-1.97E-03,3.47E-08,"		9.9825991523056068e-01"
4.00E-07,-1.97E-03,3.47E-08,"		9.9826713343335183e-01"
3.00E-07,-1.97E-03,3.47E-08,"		9.9822953597074082e-01"
3.00E-07,-1.97E-03,3.47E-08,"		9.9826008771622621e-01"
3.50E-07,-1.97E-03,3.47E-08,"		9.9827672401200140e-01"
3.00E-07,-1.96E-03,3.47E-08,"		9.9828094895279129e-01"
3.50E-07,-1.96E-03,3.47E-08,"		9.9827649586385481e-01"
4.00E-07,-1.96E-03,3.47E-08,"		9.9826552600907825e-01"
4.00E-07,-1.97E-03,3.47E-08,"		9.9825632490468297e-01"
3.50E-07,-1.97E-03,3.47E-08,"		9.9826028869184347e-01"
3.50E-07,-1.97E-03,3.47E-08,"		9.9826924086711055e-01"
3.00E-07,-1.97E-03,3.47E-08,"		9.9826228855600141e-01"
3.00E-07,-1.97E-03,3.47E-08,"		9.9827104331826733e-01"
3.00E-07,-1.97E-03,3.47E-08,"		9.9825114983841945e-01"
3.00E-07,-1.97E-03,3.47E-08,"		9.9830151159677605e-01"
3.50E-07,-1.97E-03,3.47E-08,"		9.9827905289881524e-01"
3.00E-07,-1.97E-03,3.47E-08,"		9.9827489661571278e-01"
4.00E-07,-1.97E-03,3.47E-08,"		9.9825508469976665e-01"
3.50E-07,-1.97E-03,3.47E-08,"		9.9825586431132485e-01"
3.00E-07,-1.97E-03,3.47E-08,"		9.9825114983841945e-01"
3.00E-07,-1.97E-03,3.47E-08,"		9.9830151159677605e-01"
3.50E-07,-1.97E-03,3.47E-08,"		9.9828050170641658e-01"
3.50E-07,-1.97E-03,3.47E-08,"		9.9827905289881524e-01"
4.00E-07,-1.97E-03,3.47E-08,"		9.9826713343335183e-01"
4.00E-07,-1.97E-03,3.47E-08,"		9.9827231114021542e-01"
4.00E-07,-1.97E-03,3.47E-08,"		9.9825508469976665e-01"
3.00E-07,-1.97E-03,3.48E-08,"		9.9827568004111999e-01"
3.00E-07,-1.97E-03,3.48E-08,"		9.9825132471256861e-01"
3.50E-07,-1.97E-03,3.48E-08,"		9.9825430247405311e-01"
3.00E-07,-1.97E-03,3.48E-08,"		9.9822029302167758e-01"
3.50E-07,-1.97E-03,3.48E-08,"		9.9825743490033425e-01"
4.00E-07,-1.97E-03,3.48E-08,"		9.9821544462351253e-01"
4.00E-07,-1.97E-03,3.48E-08,"		9.9828838568276379e-01"
3.50E-07,-1.97E-03,3.48E-08,"		9.9826627315219751e-01"
3.50E-07,-1.97E-03,3.48E-08,"		9.9825593666746526e-01"
3.00E-07,-1.97E-03,3.48E-08,"		9.9822029302167758e-01"
3.00E-07,-1.97E-03,3.48E-08,"		9.9822049852749206e-01"
3.00E-07,-1.97E-03,3.48E-08,"		9.9824038737677778e-01"
3.00E-07,-1.97E-03,3.48E-08,"		9.9824038737677778e-01"
3.00E-07,-1.97E-03,3.47E-08,"		9.9824443354074122e-01"
3.50E-07,-1.97E-03,3.47E-08,"		9.9824050746633908e-01"
3.00E-07,-1.97E-03,3.47E-08,"		9.9825253891793508e-01"
3.50E-07,-1.97E-03,3.47E-08,"		9.9826159672476966e-01"
4.00E-07,-1.97E-03,3.47E-08,"		9.9826037232237363e-01"
4.00E-07,-1.97E-03,3.47E-08,"		9.9826037232237363e-01"
3.50E-07,-1.97E-03,3.47E-08,"		9.9826159672476966e-01"
4.00E-07,-1.97E-03,3.47E-08,"		9.9827224968408179e-01"
3.00E-07,-1.97E-03,3.47E-08,"		9.9825253891793508e-01"
3.50E-07,-1.97E-03,3.47E-08,"		9.9827067310208450e-01"
4.00E-07,-1.97E-03,3.47E-08,"		9.9825632490468297e-01"
3.00E-07,-1.97E-03,3.48E-08,"		9.9827568004111999e-01"
3.50E-07,-1.97E-03,3.48E-08,"		9.9825263452833624e-01"
3.00E-07,-1.97E-03,3.48E-08,"		9.9823487091835172e-01"
4.00E-07,-1.97E-03,3.48E-08,"		9.9824565349133332e-01"
3.50E-07,-1.97E-03,3.48E-08,"		9.9824631857564261e-01"
3.00E-07,-1.97E-03,3.48E-08,"		9.9824428401160259e-01"
4.00E-07,-1.97E-03,3.48E-08,"		9.9828838568276379e-01"
4.00E-07,-1.97E-03,3.48E-08,"		9.9821014034948585e-01"
3.50E-07,-1.97E-03,3.48E-08,"		9.9826627315219751e-01"
4.00E-07,-1.97E-03,3.48E-08,"		9.9821544462351253e-01"
3.50E-07,-1.97E-03,3.48E-08,"		9.9825743490033425e-01"
3.00E-07,-1.97E-03,3.48E-08,"		9.9822029302167758e-01"
4.00E-07,-1.97E-03,3.48E-08,"		9.9828838568276379e-01"
3.50E-07,-1.97E-03,3.48E-08,"		9.9825593666746526e-01"
4.00E-07,-1.97E-03,3.47E-08,"		9.9823318185391463e-01"
3.00E-07,-1.97E-03,3.48E-08,"		9.9824038737677778e-01"
3.50E-07,-1.97E-03,3.47E-08,"		9.9824050746633908e-01"
4.00E-07,-1.97E-03,3.47E-08,"		9.9826037232237363e-01"
4.00E-07,-1.97E-03,3.47E-08,"		9.9825632490468297e-01"
3.50E-07,-1.97E-03,3.47E-08,"		9.9827067310208450e-01"
3.50E-07,-1.97E-03,3.47E-08,"		9.9826028869184347e-01"
3.00E-07,-1.97E-03,3.47E-08,"		9.9825253891793508e-01"
3.00E-07,-1.97E-03,3.47E-08,"		9.9825544716202130e-01"
3.00E-07,-1.97E-03,3.47E-08,"		9.9826228855600141e-01"
3.00E-07,-1.97E-03,3.48E-08,"		9.9827568004111999e-01"
3.50E-07,-1.97E-03,3.48E-08,"		9.9825430247405311e-01"
3.50E-07,-1.97E-03,3.48E-08,"		9.9825263452833624e-01"
4.00E-07,-1.97E-03,3.48E-08,"		9.9821544462351253e-01"
4.00E-07,-1.97E-03,3.48E-08,"		9.9824033211421936e-01"
4.00E-07,-1.97E-03,3.48E-08,"		9.9824565349133332e-01"
4.00E-07,-1.98E-03,3.48E-08,"		9.9823134262581781e-01"
4.00E-07,-1.98E-03,3.48E-08,"		9.9822582368505763e-01"
3.50E-07,-1.98E-03,3.48E-08,"		9.9823067319503800e-01"
4.00E-07,-1.98E-03,3.49E-08,"		9.9822406444248846e-01"
3.50E-07,-1.98E-03,3.49E-08,"		9.9823595982378410e-01"
3.00E-07,-1.98E-03,3.49E-08,"		9.9823891730123460e-01"
3.00E-07,-1.98E-03,3.48E-08,"		9.9825270695888502e-01"
3.50E-07,-1.98E-03,3.48E-08,"		9.9824316925487677e-01"
3.00E-07,-1.98E-03,3.48E-08,"		9.9824526703193484e-01"
4.00E-07,-1.98E-03,3.48E-08,"		9.9823134262581781e-01"
3.50E-07,-1.98E-03,3.48E-08,"		9.9823067319503800e-01"
3.00E-07,-1.98E-03,3.49E-08,"		9.9823891730123460e-01"
3.00E-07,-1.98E-03,3.48E-08,"		9.9825270695888502e-01"
3.50E-07,-1.98E-03,3.48E-08,"		9.9824468284052881e-01"
3.50E-07,-1.98E-03,3.48E-08,"		9.9824316925487677e-01"
4.00E-07,-1.97E-03,3.48E-08,"		9.9823115043078969e-01"
4.00E-07,-1.98E-03,3.48E-08,"		9.9823296316052446e-01"
4.00E-07,-1.98E-03,3.48E-08,"		9.9823134262581781e-01"
3.00E-07,-1.97E-03,3.48E-08,"		9.9824101198869264e-01"
3.50E-07,-1.97E-03,3.48E-08,"		9.9823742241678470e-01"
3.00E-07,-1.98E-03,3.48E-08,"		9.9824459282936839e-01"
4.00E-07,-1.97E-03,3.48E-08,"		9.9823115043078969e-01"
3.50E-07,-1.98E-03,3.48E-08,"		9.9824468284052881e-01"
3.00E-07,-1.98E-03,3.48E-08,"		9.9825270695888502e-01"
3.00E-07,-1.97E-03,3.48E-08,"		9.9824971555993314e-01"
3.50E-07,-1.97E-03,3.48E-08,"		9.9824463187953572e-01"
3.50E-07,-1.97E-03,3.48E-08,"		9.9824102835143014e-01"
4.00E-07,-1.97E-03,3.48E-08,"		9.9823855231053438e-01"
4.00E-07,-1.97E-03,3.48E-08,"		9.9823018101627392e-01"
4.00E-07,-1.97E-03,3.48E-08,"		9.9823115043078969e-01"
3.00E-07,-1.97E-03,3.48E-08,"		9.9824971555993314e-01"
3.50E-07,-1.97E-03,3.48E-08,"		9.9824102835143014e-01"
3.00E-07,-1.97E-03,3.48E-08,"		9.9824035755303009e-01"
4.00E-07,-1.97E-03,3.48E-08,"		9.9823115043078969e-01"
3.50E-07,-1.97E-03,3.48E-08,"		9.9823742241678470e-01"
3.00E-07,-1.97E-03,3.48E-08,"		9.9824101198869264e-01"
4.00E-07,-1.97E-03,3.48E-08,"		9.9823855231053438e-01"
3.50E-07,-1.97E-03,3.48E-08,"		9.9823901322718600e-01"
4.00E-07,-1.97E-03,3.48E-08,"		9.9823470490454769e-01"
3.00E-07,-1.97E-03,3.48E-08,"		9.9824428401160259e-01"
3.50E-07,-1.97E-03,3.48E-08,"		9.9824631857564261e-01"
4.00E-07,-1.97E-03,3.48E-08,"		9.9824565349133332e-01"
4.00E-07,-1.97E-03,3.48E-08,"		9.9823855231053438e-01"
3.50E-07,-1.97E-03,3.48E-08,"		9.9824463187953572e-01"
3.50E-07,-1.97E-03,3.48E-08,"		9.9823901322718600e-01"
3.00E-07,-1.97E-03,3.48E-08,"		9.9824971555993314e-01"
3.00E-07,-1.97E-03,3.48E-08,"		9.9824277570879583e-01"
3.00E-07,-1.97E-03,3.48E-08,"		9.9824428401160259e-01"
4.00E-07,-1.98E-03,3.49E-08,"		9.9820557239570029e-01"
3.50E-07,-1.98E-03,3.49E-08,"		9.9820764067295176e-01"
3.50E-07,-1.98E-03,3.49E-08,"		9.9821371015630023e-01"
3.00E-07,-1.98E-03,3.50E-08,"		9.9821416705182830e-01"
3.00E-07,-1.98E-03,3.49E-08,"		9.9821287528166647e-01"
3.00E-07,-1.98E-03,3.49E-08,"		9.9821541622535981e-01"
4.00E-07,-1.98E-03,3.49E-08,"		9.9822406444248846e-01"
3.50E-07,-1.98E-03,3.49E-08,"		9.9822706448964427e-01"
3.50E-07,-1.98E-03,3.49E-08,"		9.9823595982378410e-01"
3.00E-07,-1.98E-03,3.49E-08,"		9.9821113922895321e-01"
3.00E-07,-1.98E-03,3.49E-08,"		9.9822113938171864e-01"
3.00E-07,-1.98E-03,3.49E-08,"		9.9823891730123460e-01"
3.00E-07,-1.98E-03,3.50E-08,"		9.9821416705182830e-01"
3.50E-07,-1.98E-03,3.49E-08,"		9.9820764067295176e-01"
3.50E-07,-1.98E-03,3.50E-08,"		9.9820664950719618e-01"
4.00E-07,-1.98E-03,3.49E-08,"		9.9820557239570029e-01"
4.00E-07,-1.98E-03,3.49E-08,"		9.9819534757600092e-01"
4.00E-07,-1.98E-03,3.50E-08,"		9.9819098019743357e-01"
3.00E-07,-1.98E-03,3.49E-08,"		9.9817323636428412e-01"
3.50E-07,-1.98E-03,3.49E-08,"		9.9820061933627746e-01"
3.50E-07,-1.98E-03,3.49E-08,"		9.9819130675386059e-01"
4.00E-07,-1.98E-03,3.49E-08,"		9.9820447221580810e-01"
4.00E-07,-1.98E-03,3.49E-08,"		9.9820006640922987e-01"
4.00E-07,-1.98E-03,3.49E-08,"		9.9820251788378822e-01"
3.00E-07,-1.98E-03,3.49E-08,"		9.9821113922895321e-01"
3.50E-07,-1.98E-03,3.49E-08,"		9.9821202915946583e-01"
3.00E-07,-1.98E-03,3.49E-08,"		9.9819783227021364e-01"
4.00E-07,-1.98E-03,3.49E-08,"		9.9820447221580810e-01"
3.50E-07,-1.98E-03,3.49E-08,"		9.9820061933627746e-01"
3.00E-07,-1.98E-03,3.49E-08,"		9.9817323636428412e-01"
4.00E-07,-1.98E-03,3.49E-08,"		9.9822406444248846e-01"
4.00E-07,-1.98E-03,3.49E-08,"		9.9821693080609575e-01"
3.50E-07,-1.98E-03,3.49E-08,"		9.9822706448964427e-01"
4.00E-07,-1.98E-03,3.49E-08,"		9.9820447221580810e-01"
3.50E-07,-1.98E-03,3.49E-08,"		9.9821202915946583e-01"
3.00E-07,-1.98E-03,3.49E-08,"		9.9821113922895321e-01"
4.00E-07,-1.98E-03,3.49E-08,"		9.9820557239570029e-01"
3.50E-07,-1.98E-03,3.49E-08,"		9.9820849031512238e-01"
4.00E-07,-1.98E-03,3.49E-08,"		9.9820431857500702e-01"
3.00E-07,-1.98E-03,3.49E-08,"		9.9817323636428412e-01"
3.50E-07,-1.98E-03,3.49E-08,"		9.9819130675386059e-01"
4.00E-07,-1.98E-03,3.49E-08,"		9.9820251788378822e-01"
4.00E-07,-1.98E-03,3.49E-08,"		9.9820557239570029e-01"
3.50E-07,-1.98E-03,3.49E-08,"		9.9821371015630023e-01"
3.50E-07,-1.98E-03,3.49E-08,"		9.9820849031512238e-01"
3.00E-07,-1.98E-03,3.49E-08,"		9.9821541622535981e-01"
3.00E-07,-1.98E-03,3.49E-08,"		9.9819749097746668e-01"
3.00E-07,-1.98E-03,3.49E-08,"		9.9817323636428412e-01"
4.00E-07,-1.98E-03,3.50E-08,"		9.9818960630323894e-01"
4.00E-07,-1.98E-03,3.51E-08,"		9.9816274524836612e-01"
3.50E-07,-1.98E-03,3.50E-08,"		9.9818076022209590e-01"
4.00E-07,-1.98E-03,3.51E-08,"		9.9812262255891615e-01"
3.50E-07,-1.98E-03,3.51E-08,"		9.9814945162365232e-01"
3.00E-07,-1.98E-03,3.51E-08,"		9.9815890140949326e-01"
3.00E-07,-1.98E-03,3.51E-08,"		9.9815890140949326e-01"
3.00E-07,-1.98E-03,3.50E-08,"		9.9817049542589564e-01"
3.50E-07,-1.98E-03,3.50E-08,"		9.9818076022209590e-01"
3.00E-07,-1.98E-03,3.50E-08,"		9.9819620041959423e-01"
3.50E-07,-1.98E-03,3.50E-08,"		9.9819666661465689e-01"
4.00E-07,-1.98E-03,3.50E-08,"		9.9818960630323894e-01"
3.00E-07,-1.98E-03,3.50E-08,"		9.9821416705182830e-01"
3.50E-07,-1.98E-03,3.50E-08,"		9.9820664950719618e-01"
3.00E-07,-1.98E-03,3.50E-08,"		9.9820149295016658e-01"
4.00E-07,-1.98E-03,3.50E-08,"		9.9819098019743357e-01"
3.50E-07,-1.98E-03,3.50E-08,"		9.9820107741112096e-01"
3.00E-07,-1.98E-03,3.50E-08,"		9.9819387383954539e-01"
4.00E-07,-1.98E-03,3.50E-08,"		9.9819098019743357e-01"
4.00E-07,-1.98E-03,3.50E-08,"		9.9820337355619693e-01"
3.50E-07,-1.98E-03,3.50E-08,"		9.9820107741112096e-01"
4.00E-07,-1.98E-03,3.50E-08,"		9.9819197872280085e-01"
3.50E-07,-1.98E-03,3.50E-08,"		9.9819636574734094e-01"
3.00E-07,-1.98E-03,3.50E-08,"		9.9819387383954539e-01"
3.00E-07,-1.99E-03,3.51E-08,"		9.9818383284486634e-01"
3.00E-07,-1.98E-03,3.51E-08,"		9.9816805342226267e-01"
3.50E-07,-1.98E-03,3.51E-08,"		9.9816472142162227e-01"
3.00E-07,-1.98E-03,3.51E-08,"		9.9815890140949326e-01"
3.50E-07,-1.98E-03,3.51E-08,"		9.9814945162365232e-01"
4.00E-07,-1.98E-03,3.51E-08,"		9.9812262255891615e-01"
4.00E-07,-1.98E-03,3.51E-08,"		9.9812262255891615e-01"
4.00E-07,-1.98E-03,3.51E-08,"		9.9816537442633246e-01"
3.50E-07,-1.98E-03,3.51E-08,"		9.9816472142162227e-01"
4.00E-07,-1.99E-03,3.51E-08,"		9.9816915380851279e-01"
3.50E-07,-1.99E-03,3.51E-08,"		9.9817675786162596e-01"
3.00E-07,-1.99E-03,3.51E-08,"		9.9818383284486634e-01"
3.00E-07,-1.98E-03,3.50E-08,"		9.9819620041959423e-01"
3.50E-07,-1.98E-03,3.50E-08,"		9.9820693609768907e-01"
3.50E-07,-1.98E-03,3.50E-08,"		9.9819666661465689e-01"
4.00E-07,-1.98E-03,3.50E-08,"		9.9819197872280085e-01"
4.00E-07,-1.98E-03,3.50E-08,"		9.9818677072078277e-01"
4.00E-07,-1.98E-03,3.50E-08,"		9.9818960630323894e-01"
3.00E-07,-1.98E-03,3.50E-08,"		9.9819620041959423e-01"
3.00E-07,-1.98E-03,3.50E-08,"		9.9819099341521655e-01"
3.50E-07,-1.98E-03,3.50E-08,"		9.9820693609768907e-01"
3.00E-07,-1.98E-03,3.50E-08,"		9.9819387383954539e-01"
3.50E-07,-1.98E-03,3.50E-08,"		9.9819636574734094e-01"
4.00E-07,-1.98E-03,3.50E-08,"		9.9819197872280085e-01"
3.00E-07,-1.99E-03,3.52E-08,"		9.9815086304389822e-01"
3.00E-07,-1.99E-03,3.52E-08,"		9.9814610628332989e-01"
3.50E-07,-1.99E-03,3.52E-08,"		9.9814831367764101e-01"
3.00E-07,-1.99E-03,3.52E-08,"		9.9814209951127686e-01"
3.50E-07,-1.99E-03,3.52E-08,"		9.9814095742149034e-01"
